"age","s","female","male","ethblack","ethhisp","wexp","married","sf","sm","siblings","earnings","asvab02","asvab03","learnings","wexpsq"
43,12,0,1,0,0,21.711540222168,0,16,12,1,25,61,59,3.2188758248682,471.390991210938
39,16,0,1,0,0,16.9038505554199,0,14,12,2,44.7099990844727,57,44,3.80019716976887,285.740173339844
41,12,0,1,0,1,20.1346092224121,1,2,6,6,7.5,42,38,2.01490302054226,405.402496337891
42,12,0,1,0,0,22.0769195556641,0,12,12,3,15.1099996566772,43,44,2.71535675356309,487.390380859375
42,12,0,1,0,0,20.0769195556641,1,17,17,1,21.3700008392334,42,42,3.06198810860262,403.082702636719
38,13,1,0,1,0,17.480770111084,0,9,14,3,8.43000030517578,39,44,2.13179680821492,305.577331542969
41,10,1,0,0,0,16.230770111084,0,10,10,1,7,46,50,1.94591014905531,263.437896728516
41,10,1,0,0,0,11.4230804443359,0,1,1,3,7.1399998664856,43,43,1.965712757652,130.486770629883
38,16,1,0,0,0,15.961540222168,1,12,11,3,41.8600006103516,46,50,3.73433073159864,254.770767211914
44,12,1,0,0,0,19.0961494445801,0,20,12,2,10.5,42,51,2.35137525716348,364.662933349609
37,12,1,0,0,0,18.769229888916,1,12,12,5,31.3899993896484,49,34,3.44648935140972,352.283996582031
45,12,1,0,0,0,15.3269195556641,0,12,12,3,5.65000009536743,53,60,1.73165556203754,234.914459228516
43,13,1,0,0,0,17.8461494445801,1,10,12,4,9,49,60,2.19722457733622,318.485046386719
40,19,1,0,0,0,6.76923084259033,1,16,16,2,8.69999980926514,62,55,2.16332300373699,45.8224868774414
40,10,1,0,0,0,14.019229888916,0,8,12,4,14,36,42,2.63905732961526,196.538803100586
44,12,1,0,0,0,11.5961503982544,1,9,12,3,18.75,43,48,2.93119375241642,134.470703125
39,12,1,0,1,0,7.30769300460815,1,12,12,4,6.25,36,34,1.83258146374831,53.4023780822754
39,12,1,0,1,0,10.8653898239136,1,4,7,11,8,36,25,2.07944154167984,118.056694030762
43,13,1,0,0,0,22.9038505554199,0,10,12,2,9,40,50,2.19722457733622,524.586364746094
44,16,1,0,0,0,19.519229888916,1,16,16,0,15,59,61,2.70805020110221,381.000335693359
43,16,1,0,0,0,14.5769195556641,1,18,15,5,9,46,59,2.19722457733622,212.486587524414
40,12,1,0,0,0,21.6153907775879,0,8,9,3,14.75,61,57,2.69124308278583,467.225128173828
44,13,1,0,0,0,12.788459777832,1,12,12,5,6,51,54,1.79175946922805,163.544708251953
43,15,1,0,0,0,16.942310333252,0,12,13,2,8,64,59,2.07944154167984,287.041870117188
37,18,1,0,0,0,11.480770111084,1,18,14,1,11,54,59,2.39789527279837,131.808074951172
38,12,1,0,0,0,17.6538505554199,1,12,12,2,20,50,54,2.99573227355399,311.658447265625
41,16,1,0,0,0,16.0769195556641,1,13,12,4,26.1599998474121,38,46,3.26423152075613,258.467346191406
41,16,1,0,0,0,16.769229888916,0,16,14,3,10.9300003051758,54,54,2.39151133010938,281.207061767578
38,16,1,0,0,0,14.3653898239136,1,5,11,2,21.7000007629395,58,46,3.07731229570491,206.36442565918
42,12,1,0,0,0,19.4230804443359,0,16,16,3,17.3600006103516,51,56,2.8541687443907,377.256042480469
44,15,1,0,1,0,9.38461494445801,0,12,12,9,6.73000001907349,32,46,1.90657514649074,88.0709991455078
41,16,1,0,0,0,18,0,10,12,2,39.6599998474121,65,61,3.68034311924425,324
39,12,1,0,1,0,6.11538505554199,0,11,11,13,7.84999990463257,34,31,2.0605135196456,37.3979339599609
40,13,1,0,1,0,13.5,0,14,10,1,15.5799999237061,38,39,2.74598803554569,182.25
45,12,1,0,0,0,21,0,12,12,6,17.7099990844727,39,52,2.87412940009924,441
39,13,1,0,0,0,20.192310333252,1,16,12,6,20.5400009155273,46,44,3.02237424907331,407.729400634766
40,14,1,0,1,0,20.4038505554199,1,12,12,3,20.8700008392334,39,38,3.03831276130154,416.317108154297
44,12,1,0,0,0,16.807689666748,1,3,8,7,10,47,43,2.30258509299405,282.498443603516
40,0,1,0,0,1,8.78846168518066,1,3,3,12,4.84000015258789,36,25,1.57691475225496,77.237060546875
37,10,1,0,0,0,2.07692289352417,1,8,13,2,6.25,46,46,1.83258146374831,4.31360864639282
41,16,1,0,0,0,11.5961503982544,0,12,12,9,5.15000009536743,43,52,1.63899673319359,134.470703125
41,12,1,0,0,1,23.288459777832,1,3,5,6,14,53,50,2.63905732961526,542.352355957031
41,15,1,0,1,0,5.67307710647583,0,12,12,3,9.75,34,56,2.27726728500976,32.1838035583496
43,12,1,0,0,0,21.230770111084,1,12,12,2,14.4099998474121,40,47,2.6679223994224,450.74560546875
44,12,1,0,0,0,21.211540222168,1,11,11,2,11.1700000762939,57,56,2.41323161991136,449.929443359375
39,12,1,0,0,0,18.0769195556641,1,12,12,2,2.90000009536743,46,47,1.06471076987775,326.775024414062
39,14,1,0,0,0,15.6346101760864,1,12,8,8,13.1099996566772,34,41,2.57337527158775,244.441040039062
39,16,1,0,0,0,17.0769195556641,1,16,16,3,14.4200000762939,59,56,2.66861613714765,291.621185302734
40,17,1,0,0,0,15.6538496017456,1,17,12,2,13.3699998855591,53,57,2.59301338255432,245.043014526367
41,12,1,0,0,0,9.09615421295166,1,13,12,2,4.15000009536743,47,60,1.42310835722271,82.7400207519531
41,12,1,0,0,1,15.557689666748,0,15,10,3,16,35,35,2.77258872223978,242.041702270508
38,16,1,0,0,0,15,0,16,12,3,16.3400001525879,54,57,2.79361609877016,225
42,12,1,0,0,0,21.288459777832,0,7,7,5,9.80000019073486,45,44,2.28238240513927,453.198516845703
42,18,1,0,0,0,18.3846092224121,1,18,14,5,24.6100006103516,51,57,3.20315288920392,337.993865966797
39,17,1,0,0,0,16.519229888916,0,12,12,3,17.2999992370605,32,33,2.85070645740319,272.884948730469
39,12,1,0,0,0,12.75,0,8,9,5,12.7700004577637,40,43,2.54709870589125,162.5625
42,12,1,0,0,0,2.13461494445801,1,8,12,2,14.5,50,52,2.67414864942653,4.55658102035522
40,16,1,0,0,0,14.730770111084,1,16,13,4,40.7200012207031,64,56,3.70671940222024,216.995590209961
40,13,1,0,1,0,20.8653907775879,0,12,12,3,8,32,39,2.07944154167984,435.364532470703
44,20,1,0,1,0,18.211540222168,0,9,9,11,38.4599990844727,61,60,3.64961871635597,331.660186767578
40,16,1,0,0,0,17,1,12,12,1,16,62,57,2.77258872223978,289
38,15,1,0,1,0,14.961540222168,1,12,6,4,10.1999998092651,43,43,2.32238770159073,223.847686767578
45,14,1,0,0,0,19.9038505554199,1,11,12,2,18,54,57,2.89037175789616,396.163269042969
45,12,1,0,0,0,22.961540222168,1,9,10,8,24.0300006866455,49,55,3.17930307832289,527.232299804688
38,16,1,0,0,1,13.8653898239136,0,8,12,5,15.7299995422363,36,39,2.75556968796887,192.249038696289
45,15,1,0,0,0,11.5961503982544,0,12,12,0,6.28000020980835,58,57,1.83737001388908,134.470703125
37,10,1,0,0,0,9.25,1,10,9,4,20.8299999237061,36,35,3.03639425161019,85.5625
38,14,1,0,1,0,10.8269195556641,0,12,11,4,7.5,34,30,2.01490302054226,117.222190856934
40,18,1,0,0,0,15.711540222168,1,8,19,3,22.5200004577637,57,57,3.11440382359847,246.852493286133
43,13,1,0,0,0,17.557689666748,0,12,12,4,9.5,40,48,2.2512917986065,308.2724609375
40,14,1,0,0,1,19.8269195556641,1,12,4,0,7.05999994277954,62,48,1.95444504340027,393.106750488281
38,13,1,0,0,0,13.3653898239136,1,12,12,1,8.25,55,54,2.11021320034659,178.633651733398
42,17,1,0,0,0,17.3269195556641,1,12,13,4,11.5,64,55,2.4423470353692,300.222137451172
41,13,1,0,0,0,14.3846101760864,1,11,12,2,8,38,44,2.07944154167984,206.917007446289
44,12,1,0,0,0,11.4038496017456,1,7,10,3,8.42000007629395,45,56,2.13060983731527,130.047790527344
41,12,1,0,0,0,17.538459777832,0,12,12,4,15.3699998855591,42,44,2.73241755010477,307.597564697266
41,12,1,0,0,0,20.4038505554199,1,12,12,4,17.7000007629395,47,48,2.87356468268371,416.317108154297
38,14,1,0,0,1,18.25,0,16,12,2,16.4099998474121,61,56,2.79789089580353,333.0625
43,12,1,0,0,0,15.269229888916,1,10,12,4,8.32999992370605,39,50,2.11986344701981,233.149383544922
41,17,1,0,0,0,17.1346092224121,0,10,10,3,20.1900005340576,55,59,3.00518745877634,293.594818115234
38,12,1,0,0,0,12.480770111084,0,8,11,8,7.25,55,46,1.98100146886658,155.769622802734
38,19,1,0,0,0,9.557692527771,1,12,18,0,15.1000003814697,61,57,2.71469476908377,91.3494873046875
43,12,1,0,0,0,21.8461494445801,0,12,13,1,21,61,54,3.04452243772342,477.254241943359
43,14,1,0,0,0,15.461540222168,1,13,12,4,19.6200008392334,62,61,2.9765494969116,239.059219360352
39,12,1,0,0,0,12,1,12,12,3,10,42,57,2.30258509299405,144
42,13,1,0,1,0,22.75,0,9,14,3,11.75,43,31,2.46385324059017,517.5625
40,19,1,0,0,0,10.730770111084,1,17,16,1,9.5,58,57,2.2512917986065,115.149429321289
43,12,1,0,0,0,23.25,1,16,12,6,7.75,57,55,2.04769284336526,540.5625
37,12,1,0,0,1,12.557689666748,0,14,4,8,12.2399997711182,43,44,2.50470925838468,157.695571899414
45,14,1,0,1,0,17.557689666748,0,17,14,3,9.25,43,24,2.22462355152433,308.2724609375
39,17,1,0,0,0,10,1,12,12,3,19.2299995422363,54,55,2.95647153579602,100
45,12,1,0,0,0,21.1730804443359,1,12,11,1,15.1099996566772,53,56,2.71535675356309,448.299346923828
44,18,1,0,0,0,4.92307710647583,0,16,12,1,16.1000003814697,46,51,2.77881929568419,24.2366886138916
44,14,1,0,0,0,13.788459777832,1,11,12,7,22.7800006866455,49,59,3.12588298816151,190.121627807617
44,12,1,0,0,0,21.8846092224121,1,10,9,1,9.5,38,54,2.2512917986065,478.936126708984
38,14,1,0,0,0,14.9230804443359,0,20,16,2,38.2599983215332,59,56,3.64440492014209,222.698333740234
41,12,1,0,1,0,7.34615421295166,1,7,9,3,7.5,32,44,2.01490302054226,53.9659805297852
38,17,1,0,0,0,11.711540222168,1,18,16,2,31.25,57,56,3.44201937618241,137.160171508789
45,12,1,0,0,0,22.711540222168,1,11,7,2,17.7800006866455,36,34,2.87807426870474,515.814086914062
43,12,1,0,0,0,3.32692289352417,1,12,12,4,6.25,46,51,1.83258146374831,11.0684156417847
41,14,1,0,0,0,22.3461494445801,0,16,12,6,72.1100006103516,58,51,4.27819273939284,499.350402832031
39,14,1,0,1,0,13.192310333252,0,11,12,4,16.3400001525879,39,50,2.79361609877016,174.037048339844
38,18,1,0,0,0,13.192310333252,1,12,12,3,18.0200004577637,57,56,2.89148227758328,174.037048339844
41,12,1,0,0,0,16.8653907775879,1,12,8,3,13.25,53,54,2.58399755243223,284.44140625
38,12,1,0,1,0,13.519229888916,0,12,12,4,16.25,36,47,2.78809290877575,182.769577026367
38,16,1,0,0,0,10.9038496017456,1,13,13,3,7.15000009536743,59,51,1.96711237004402,118.893936157227
37,12,1,0,0,0,11.692310333252,0,12,13,4,11.2200002670288,39,37,2.41769792389391,136.710113525391
41,12,1,0,1,0,6.09615421295166,0,9,11,1,7,30,29,1.94591014905531,37.1630973815918
45,12,1,0,0,0,20.980770111084,1,10,12,6,12.960000038147,58,61,2.56186769386757,440.192718505859
38,18,1,0,0,0,11.711540222168,1,11,12,2,41.8199996948242,58,57,3.73337468670312,137.160171508789
40,12,1,0,0,0,21.480770111084,1,12,12,3,18,46,50,2.89037175789616,461.423492431641
43,12,1,0,0,0,9.88461494445801,1,12,9,3,3.32999992370605,38,39,1.20297228108126,97.7056121826172
40,12,1,0,0,0,19.942310333252,1,9,8,3,10.8000001907349,39,28,2.37954615179081,397.695739746094
44,12,1,0,1,0,18.288459777832,1,12,12,4,9.46000003814697,36,37,2.24707238709624,334.4677734375
41,12,1,0,0,0,16.1346092224121,1,12,12,4,12,39,54,2.484906649788,260.325622558594
39,13,1,0,0,0,16.8846092224121,1,13,12,3,20,47,50,2.99573227355399,285.090026855469
41,12,1,0,0,0,23.038459777832,0,12,12,3,15.1099996566772,53,47,2.71535675356309,530.770629882812
41,12,1,0,1,0,5.90384578704834,1,12,10,4,6,34,44,1.79175946922805,34.855396270752
42,12,1,0,0,0,18.461540222168,1,9,12,3,11.6599998474121,46,56,2.45616416783591,340.828460693359
42,12,1,0,0,0,20.980770111084,1,12,12,4,12.3500003814697,51,48,2.51365609396222,440.192718505859
39,17,1,0,0,0,12.769229888916,1,12,12,4,6.5,58,38,1.87180217690159,163.053237915039
39,13,1,0,0,1,17.211540222168,1,0,0,4,10.5,38,33,2.35137525716348,296.237121582031
41,10,1,0,1,0,19.8461494445801,0,11,12,3,6.96999979019165,38,28,1.9416151946708,393.869659423828
43,18,1,0,0,0,17.8269195556641,1,12,12,2,35,59,56,3.55534806148941,317.799072265625
41,12,1,0,1,0,21.9230804443359,1,8,10,4,19.2299995422363,42,52,2.95647153579602,480.621459960938
37,13,1,0,0,0,15.6346101760864,1,14,12,1,8.05000019073486,39,57,2.08567211512424,244.441040039062
38,14,1,0,0,0,14.038459777832,1,11,12,4,3,45,43,1.09861228866811,197.078353881836
44,10,1,0,0,0,17.8846092224121,1,12,10,5,11,32,35,2.39789527279837,319.859252929688
40,16,1,0,0,0,17.9038505554199,1,12,11,3,20.5599994659424,59,57,3.0233474146114,320.5478515625
41,13,1,0,0,0,20.788459777832,0,14,12,0,11.6800003051758,64,59,2.45787800352814,432.160064697266
43,16,1,0,0,0,20.3269195556641,1,16,15,3,36.0499992370605,49,57,3.58490684256759,413.183654785156
39,12,1,0,0,0,21.480770111084,1,12,12,2,13.8599996566772,55,54,2.629006968991,461.423492431641
44,7,1,0,0,0,16.75,0,10,6,5,7.25,32,25,1.98100146886658,280.5625
45,12,1,0,0,0,22.807689666748,1,8,9,3,4.75,55,55,1.55814461804655,520.190734863281
43,15,1,0,0,0,21.230770111084,1,16,17,2,18.4200000762939,58,61,2.91343703496907,450.74560546875
41,12,1,0,0,0,16.3653907775879,0,6,9,3,2.34999990463257,36,33,0.854415287574181,267.826019287109
44,12,1,0,0,0,15.3269195556641,1,10,12,2,13.5,65,57,2.60268968544438,234.914459228516
38,12,1,0,0,0,10.9038496017456,1,12,11,1,6,39,37,1.79175946922805,118.893936157227
41,16,1,0,0,0,19.961540222168,0,16,12,2,39.2400016784668,62,61,3.66969667747154,398.463073730469
40,15,1,0,1,0,16.6346092224121,0,8,10,2,16,39,55,2.77258872223978,276.710235595703
39,13,1,0,0,0,14.942310333252,1,10,10,5,22,49,37,3.09104245335832,223.272644042969
45,14,1,0,0,0,20,1,20,12,2,23.5,55,60,3.15700042115011,400
40,16,1,0,0,0,11.3653898239136,1,12,11,2,55.2799987792969,65,55,4.01241115737723,129.172088623047
41,16,1,0,0,0,18.807689666748,1,18,12,3,16.6100006103516,47,57,2.81000496037123,353.729187011719
42,14,1,0,0,0,16.25,0,15,14,3,23.4500007629395,43,60,3.15487052742702,264.0625
37,10,1,0,0,0,15.538459777832,1,6,9,7,12.3500003814697,40,25,2.51365609396222,241.443725585938
38,16,1,0,0,0,16.1538505554199,1,12,12,4,36.3199996948242,61,50,3.59236854533068,260.946899414062
42,12,1,0,0,0,23.0769195556641,1,8,7,4,8.5,42,47,2.14006616349627,532.544189453125
40,13,1,0,0,0,17.5961494445801,1,9,11,2,13,49,51,2.56494935746154,309.624481201172
40,12,1,0,1,0,5.09615421295166,0,10,11,9,9.38000011444092,39,24,2.23857977521866,25.9707870483398
43,13,1,0,0,0,10.3461503982544,0,9,10,6,7.57999992370605,35,55,2.02551318958912,107.042831420898
43,12,1,0,0,0,20.1730804443359,0,11,10,3,18,59,52,2.89037175789616,406.953186035156
38,16,1,0,0,0,9.28846168518066,1,19,10,0,12,66,57,2.484906649788,86.275520324707
41,12,1,0,0,0,17.519229888916,1,12,14,2,10.8900003433228,36,38,2.38784496847129,306.923400878906
40,12,1,0,0,0,21.788459777832,1,12,12,4,15.9300003051758,45,56,2.76820414307926,474.736968994141
44,12,1,0,0,0,23.230770111084,1,17,16,4,16.5400009155273,59,60,2.80578174494786,539.668701171875
41,12,1,0,1,0,22.980770111084,0,12,11,5,10.789999961853,39,35,2.37861977573464,528.115783691406
39,16,1,0,0,0,17.269229888916,1,16,12,4,23.0699996948242,66,61,3.13853305895741,298.226287841797
38,12,1,0,0,0,15.788459777832,1,12,11,4,12,53,54,2.484906649788,249.275466918945
39,14,1,0,0,0,17.9038505554199,1,14,16,7,23.25,46,55,3.14630513203337,320.5478515625
44,12,1,0,0,0,23.192310333252,1,15,15,6,16.8199996948242,42,55,2.82256863640118,537.883239746094
44,12,1,0,0,0,4.44230699539185,0,12,12,4,14.5,59,60,2.67414864942653,19.7340908050537
43,12,1,0,1,0,12.9230804443359,0,7,8,3,8.52999973297119,38,34,2.14358933019892,167.006011962891
39,9,1,0,0,0,10.4230804443359,1,12,12,3,7.40000009536743,39,29,2.00148001309761,108.640609741211
39,16,1,0,0,0,15.730770111084,0,13,14,3,31.25,38,50,3.44201937618241,247.457122802734
38,18,1,0,0,0,15.019229888916,1,12,12,0,6.15000009536743,43,55,1.81645209732533,225.577270507812
44,15,1,0,0,1,4.59615421295166,1,12,12,3,20.1900005340576,43,54,3.00518745877634,21.1246337890625
39,12,1,0,0,0,16.9230804443359,1,11,12,2,9,35,34,2.19722457733622,286.390655517578
38,12,1,0,0,0,20.230770111084,1,11,12,1,14,58,59,2.63905732961526,409.284057617188
38,18,1,0,0,0,9.88461494445801,1,12,12,1,21.1499996185303,61,57,3.05163988745589,97.7056121826172
39,14,1,0,0,0,13.5961503982544,1,12,12,6,2.65000009536743,51,50,0.97455967598584,184.85530090332
45,12,1,0,0,0,15.230770111084,0,12,12,1,10.9799995422363,45,54,2.3960753943907,231.976364135742
42,12,1,0,1,0,22.730770111084,0,9,11,4,11.5299997329712,30,21,2.44495231112149,516.687927246094
44,17,1,0,1,0,14.3461503982544,0,12,16,0,14.9300003051758,55,57,2.70337263199154,205.812026977539
42,16,1,0,0,0,19.557689666748,0,12,12,0,24.4699993133545,45,46,3.19744784939387,382.503234863281
39,15,1,0,0,1,12.0769195556641,1,14,12,5,19.5,32,37,2.9704144655697,145.851989746094
39,20,1,0,0,0,13,1,18,14,2,80.120002746582,64,39,4.38352554507847,169
40,18,1,0,0,0,12.25,1,15,16,2,33.1699981689453,55,60,3.50164579775683,150.0625
38,12,1,0,0,0,1.76923096179962,0,7,9,3,9.75,36,33,2.27726728500976,3.13017821311951
40,13,1,0,0,0,14.4230804443359,1,9,12,2,9.30000019073486,50,56,2.23001442066833,208.025253295898
38,16,1,0,0,0,15.692310333252,1,15,12,4,9.88000011444092,45,50,2.29051252334287,246.248596191406
43,12,1,0,0,0,18.4038505554199,1,14,14,1,7.5,35,52,2.01490302054226,338.701721191406
43,14,1,0,0,0,15.3269195556641,0,6,9,7,15.1400003433228,43,61,2.71734027068584,234.914459228516
38,12,1,0,0,0,15.211540222168,1,10,10,1,9,42,43,2.19722457733622,231.390960693359
39,8,1,0,0,0,18.3461494445801,0,6,12,5,9.69999980926514,38,42,2.27212586584595,336.581207275391
38,12,1,0,0,0,16.442310333252,1,11,11,2,29,50,46,3.36729582998647,270.349578857422
38,12,1,0,0,0,20.230770111084,0,12,13,7,48,43,42,3.87120101090789,409.284057617188
40,18,1,0,0,0,15.5769195556641,1,12,11,5,14.539999961853,42,56,2.67690346948179,242.640426635742
42,13,1,0,0,0,19.730770111084,0,8,10,3,14,47,55,2.63905732961526,389.303283691406
44,14,1,0,0,0,19.0961494445801,1,12,16,5,7,61,57,1.94591014905531,364.662933349609
38,15,1,0,0,0,13.519229888916,1,12,12,2,11.8299999237061,55,60,2.4706386715411,182.769577026367
44,15,1,0,0,0,15.1346101760864,1,18,16,5,10,55,59,2.30258509299405,229.056427001953
43,14,1,0,1,0,20.788459777832,1,18,12,2,32.0499992370605,59,61,3.46729715956202,432.160064697266
45,12,1,0,0,0,8.98076915740967,1,10,5,4,6,51,59,1.79175946922805,80.6542129516602
38,16,1,0,0,0,16.5961494445801,1,12,11,2,26.3500003814697,50,50,3.2714682894644,275.432189941406
41,12,1,0,0,0,22.4038505554199,1,12,12,4,18,43,50,2.89037175789616,501.932525634766
39,17,1,0,0,0,14.807689666748,1,15,12,3,12.3000001907349,57,56,2.50959927788527,219.267669677734
42,12,1,0,0,0,23.557689666748,1,12,10,3,12,40,55,2.484906649788,554.964721679688
42,15,1,0,0,0,16.711540222168,1,8,8,4,16.0200004577637,53,47,2.77383797021472,279.275573730469
41,17,1,0,0,0,16.1153907775879,0,10,12,4,16.6599998474121,58,54,2.81301062757976,259.705810546875
41,12,1,0,0,0,19.288459777832,0,8,11,4,13.0200004577637,66,59,2.56648667193892,372.044677734375
40,12,1,0,0,0,13.730770111084,0,10,11,3,12.5,40,54,2.52572864430826,188.534042358398
42,12,1,0,0,0,12.980770111084,0,12,8,7,9.68000030517578,42,54,2.27006193281491,168.500396728516
39,15,1,0,0,0,8.57692337036133,0,10,12,4,21.6299991607666,51,46,3.07408120116546,73.5636138916016
41,20,1,0,0,0,9.807692527771,0,12,9,4,24.1200008392334,62,61,3.18304140665307,96.1908340454102
41,12,1,0,0,0,18.6538505554199,1,11,10,4,14.9799995422363,42,51,2.70671594753075,347.966125488281
43,12,1,0,0,0,16.6730804443359,1,12,16,2,3.29999995231628,42,38,1.19392245402282,277.991607666016
41,16,1,0,0,0,20.6538505554199,1,9,9,3,5.28000020980835,42,51,1.6639261374546,426.58154296875
43,13,1,0,0,0,18.4038505554199,1,13,13,3,13.789999961853,46,51,2.62394368903893,338.701721191406
41,12,1,0,0,0,19.769229888916,0,8,6,2,6.75,42,41,1.90954250488444,390.822448730469
42,16,1,0,0,0,16.230770111084,1,13,12,2,17.1399993896484,66,61,2.84141487755986,263.437896728516
44,13,1,0,0,0,22.1346092224121,1,14,12,4,23,51,51,3.13549421592915,489.94091796875
45,18,1,0,0,0,20.4038505554199,0,10,12,2,21.8199996948242,59,56,3.08282696641887,416.317108154297
41,11,1,0,0,0,9.78846168518066,1,9,9,3,8.69999980926514,45,34,2.16332300373699,95.8139801025391
43,15,1,0,0,0,18.25,1,8,12,4,14.4200000762939,55,59,2.66861613714765,333.0625
40,12,1,0,1,0,17.442310333252,1,12,10,5,10,40,43,2.30258509299405,304.234191894531
38,15,1,0,1,0,15.6153898239136,1,11,12,4,20.8799991607666,47,50,3.03879172282127,243.840393066406
42,12,1,0,0,0,17.5,1,9,12,3,23.1499996185303,38,41,3.14199476405407,306.25
40,14,1,0,0,0,19.25,1,12,12,3,16,58,47,2.77258872223978,370.5625
37,15,1,0,0,0,13.230770111084,0,15,12,1,14.6499996185303,49,54,2.68444030942419,175.053283691406
40,14,1,0,0,0,11.769229888916,1,7,9,3,8.5,46,57,2.14006616349627,138.514770507812
40,13,1,0,0,0,19.711540222168,0,10,12,0,11.5299997329712,38,52,2.44495231112149,388.544830322266
41,17,1,0,0,0,15.8846101760864,1,12,12,1,21.3600006103516,62,48,3.06152004266651,252.320846557617
38,16,1,0,0,0,16.8461494445801,1,12,12,2,36.3199996948242,55,50,3.59236854533068,283.792755126953
38,12,1,0,0,0,18.692310333252,0,12,12,2,11.960000038147,40,46,2.48156775171203,349.402465820312
38,17,1,0,0,0,13.269229888916,0,12,12,2,13.2200002670288,58,54,2.58173085462239,176.072463989258
41,16,1,0,0,0,18.25,1,16,14,4,30.2800006866455,62,60,3.41048745124578,333.0625
44,12,1,0,0,0,22.0961494445801,1,10,8,2,11.5699996948242,55,55,2.44841551482911,488.239807128906
40,20,1,0,0,0,13.5961503982544,0,16,12,4,17.2999992370605,65,61,2.85070645740319,184.85530090332
44,12,1,0,0,0,17.8846092224121,1,12,12,6,15,54,50,2.70805020110221,319.859252929688
38,17,1,0,0,0,16.0961494445801,0,16,12,2,11.8699998855591,51,59,2.47401419898039,259.086029052734
38,12,1,0,0,0,20.269229888916,1,9,12,1,10.5,35,39,2.35137525716348,410.841674804688
37,12,1,0,0,0,12.557689666748,0,9,12,6,5,35,50,1.6094379124341,157.695571899414
42,12,1,0,0,0,15.230770111084,1,12,12,3,13.6599998474121,43,54,2.61447184297223,231.976364135742
42,12,1,0,0,1,9.98076915740967,0,12,8,3,8,36,30,2.07944154167984,99.6157531738281
41,12,1,0,0,0,21.769229888916,0,12,11,2,22.1100006103516,58,57,3.09603002247458,473.899383544922
40,12,1,0,1,0,8.73076915740967,0,3,7,11,53.060001373291,47,42,3.97142337459144,76.2263336181641
40,19,1,0,0,0,13.25,1,16,16,4,62.5,59,52,4.13516655674236,175.5625
43,13,1,0,0,0,20.4230804443359,0,13,14,3,10.5,62,56,2.35137525716348,417.102203369141
43,16,1,0,0,0,16.8269195556641,0,16,14,2,17.1800003051758,51,57,2.84374593431954,283.145233154297
38,13,1,0,0,0,2.17307710647583,0,12,12,3,18.0400009155273,42,54,2.89259156538433,4.72226428985596
40,12,1,0,0,0,15.038459777832,0,7,9,2,2.27999997138977,49,54,0.824175430418003,226.1552734375
40,12,1,0,0,0,15.019229888916,0,8,12,3,6.75,45,39,1.90954250488444,225.577270507812
38,19,1,0,0,0,10.5961503982544,1,12,12,2,14.1700000762939,55,60,2.65112705908678,112.27840423584
42,16,1,0,0,0,13.9038496017456,1,16,14,7,17.5200004577637,57,59,2.86334311163631,193.317031860352
40,12,1,0,1,0,8.86538505554199,1,10,10,3,6.75,38,26,1.90954250488444,78.5950546264648
41,14,1,0,0,1,14.961540222168,1,10,10,1,25,42,46,3.2188758248682,223.847686767578
37,16,1,0,0,0,15.230770111084,1,14,14,4,27.5,50,51,3.31418600467253,231.976364135742
45,14,1,0,0,0,17.038459777832,1,11,13,3,17.5699996948242,54,50,2.86619288482987,290.309112548828
41,13,1,0,0,0,21.1730804443359,0,12,12,1,21.1000003814697,64,51,3.04927305856115,448.299346923828
41,17,1,0,0,0,10.307689666748,1,16,14,4,20.6299991607666,55,51,3.02674628640292,106.248466491699
38,12,1,0,0,1,13.769229888916,1,3,5,6,11.2799997329712,40,38,2.42303122239715,189.591690063477
40,16,1,0,0,0,12.711540222168,1,8,12,6,30,55,54,3.40119738166216,161.583251953125
39,12,1,0,0,0,20.9038505554199,1,12,12,3,10.25,43,34,2.32727770558442,436.970977783203
38,13,1,0,0,0,18.461540222168,0,18,12,6,16.8199996948242,53,47,2.82256863640118,340.828460693359
43,12,1,0,1,0,22.961540222168,0,12,12,2,20.0100002288818,51,44,2.99623216003401,527.232299804688
39,18,1,0,0,0,10.1153898239136,1,16,16,2,33.6500015258789,62,54,3.51601310143632,102.321113586426
38,13,1,0,0,0,13.538459777832,0,12,12,3,9.81999969482422,45,43,2.28442109128941,183.289886474609
38,12,1,0,0,0,18.442310333252,1,12,12,3,23,58,41,3.13549421592915,340.118804931641
42,12,1,0,1,0,16.1538505554199,0,8,10,6,17.5,45,35,2.86220088092947,260.946899414062
43,16,1,0,0,0,19.3269195556641,0,12,12,8,21.5,59,54,3.06805293513362,373.529815673828
44,16,1,0,0,0,16.1730804443359,1,6,11,2,13,58,59,2.56494935746154,261.568542480469
38,14,1,0,0,0,12.057689666748,1,12,10,1,13,54,51,2.56494935746154,145.387878417969
42,16,1,0,0,0,19.519229888916,1,12,12,4,36.2400016784668,59,60,3.59016352749009,381.000335693359
42,12,1,0,0,0,17.4038505554199,1,14,10,2,16.5300006866455,40,47,2.80517695337229,302.894012451172
43,13,1,0,0,0,6.40384578704834,1,10,12,3,10,53,57,2.30258509299405,41.0092391967773
39,12,1,0,1,0,18.9230804443359,0,10,12,3,5.44000005722046,36,39,1.69377907138632,358.082977294922
38,16,1,0,0,0,14.1153898239136,1,8,12,3,13.4200000762939,57,51,2.59674613722863,199.244232177734
